"PE/KTFO/05603-11/2023; PE/KTFO/02848-2/2025";;;;
05 01 02*;sótalanító berendezésből származó iszap;;;
05 01 03*;tartályfenék iszap;;;
05 01 04*;alkil-savas iszap;;;
05 01 05*;kiömlött olaj;;;
05 01 06*;üzem, vagy a berendezések karbantartásából származó olajos iszap;;;
05 01 07*;savas kátrány;;;
05 01 08*;egyéb kátrány;;;
05 01 09*;a folyékony hulladéknak a képződése helyén történő kezeléséből származó, veszélyes anyagot tartalmazó iszap;;;
05 01 10;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 05 01 09-től;;;
05 01 11*;tüzelőanyagok lúgos tisztításából származó hulladék;;;
05 01 12*;savas olaj;;;
05 01 13;kazántápvíz iszapja;;;
05 01 14;hűtőtornyok hulladéka;;;
05 01 15*;elhasznált derítőföld;;;
05 01 16;kőolaj kéntelenítéséből származó, kéntartalmú hulladék;;;
05 01 17;bitumen;;;
05 01 99;közelebbről meg nem határozott hulladék;;;
05 06 01*;savas kátrány;;;
05 06 03*;egyéb kátrányféle;;;
05 06 04;hűtőtornyok hulladéka;;;
05 06 99;közelebbről meg nem határozott hulladék;;;
05 07 01*;higanyt tartalmazó hulladék;;;
05 07 02;ként tartalmazó hulladék;;;
05 07 99;közelebbről meg nem határozott hulladék;;;
06 01 01*;kénsav és kénessav;;;
06 01 02*;sósav;;;
06 01 03*;folysav (hidrogén-fluorid);;;
06 01 04*;foszforsav és foszforossav;;;
06 01 05*;salétromsav és salétromossav;;;
06 01 06*;egyéb sav;;;
06 01 99;közelebbről meg nem határozott hulladék;;;
06 02 01*;kalcium-hidroxid;;;
06 02 03*;ammónium-hidroxid;;;
06 02 04*;nátrium- és kálium-hidroxid;;;
06 02 05*;egyéb lúg;;;
06 02 99;közelebbről meg nem határozott hulladék;;;
06 03 11*;cianid tartalmú szilárd sók és oldatok;;;
06 03 13*;nehézfémeket tartalmazó szilárd sók és oldataik;;;
06 03 14;szilárd sók és oldatai, amelyek különböznek a 06 03 11-től és a 06 03 13-tól;;;
06 03 15*;nehézfémeket tartalmazó fémoxid;;;
06 03 16;fémoxidok, amelyek különböznek a 06 03 15-től;;;
06 03 99;közelebbről meg nem határozott hulladék;;;
06 04 03*;arzéntartalmú hulladék;;;
06 04 04*;higanytartalmú hulladék;;;
06 04 05*;más nehézfémeket tartalmazó hulladék;;;
06 04 99;közelebbről meg nem határozott hulladék;;;
06 05 02*;a folyékony hulladéknak a képződése helyén történő kezeléséből származó, veszélyes anyagokat tartalmazó iszap;;;
06 05 03;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 06 05 02-től;;;
06 06 02*;veszélyes szulfidvegyületeket tartalmazó hulladék;;;
06 06 03;szulfidvegyületeket tartalmazó hulladék, amely különbözik a 06 06 02-től;;;
06 06 99;közelebbről meg nem határozott hulladék;;;
06 07 01*;elektrolízisből származó azbeszttartalmú hulladék;;;
06 07 02*;klórgyártásból származó aktív szén;;;
06 07 03*;higanyt tartalmazó bárium-szulfát iszap;;;
06 07 04*;oldat és sav, pl. kontakt-sav;;;
06 07 99;közelebbről meg nem határozott hulladék;;;
06 08 02*;veszélyes klór-szilánokat tartalmazó hulladék;;;
06 08 99;közelebbről meg nem határozott hulladék;;;
06 09 02;foszforvegyületet tartalmazó salak;;;
06 09 03*;veszélyes anyagokat tartalmazó vagy azokkal szennyezett, kalcium alapú reakciók hulladéka;;;
06 09 04;kalcium alapú reakciók hulladéka, amely különbözik a 06 09 03-tól;;;
06 09 99;közelebbről meg nem határozott hulladék;;;
06 10 02*;veszélyes anyagokat tartalmazó hulladék;;;
06 10 99;közelebbről meg nem határozott hulladék;;;
06 11 01;titán-dioxid termeléséből származó, kalcium alapú reakció hulladéka;;;
06 11 99;közelebbről meg nem határozott hulladék;;;
06 13 01*;szervetlen növényvédő szerek, faanyagvédő szerek és egyéb biocidok;;;
06 13 02*;kimerült aktív szén (kivéve a 06 07 02);;;
06 13 03;műkorom (carbon black);;;
06 13 04*;azbeszt feldolgozásának hulladéka;;;
06 13 05*;korom;;;
06 13 99;közelebbről meg nem határozott hulladék;;;
07 01 01*;vizes mosófolyadék és anyalúg;;;
07 01 03*;halogéntartalmú szerves oldószer, mosófolyadék és anyalúg;;;
07 01 04*;egyéb szerves oldószer, mosófolyadék és anyalúg;;;
07 01 07*;halogéntartalmú üstmaradék és reakciómaradék;;;
07 01 08*;egyéb üstmaradék és reakciómaradék;;;
07 01 09*;halogéntartalmú szűrőpogácsák, kimerült felitató anyagok (abszorbensek);;;
07 01 10*;egyéb szűrőpogácsák, kimerült felitató anyagok (abszorbensek);;;
07 01 11*;a folyékony hulladéknak a képződése helyén történő kezeléséből származó, veszélyes anyagokat tartalmazó iszap;;;
07 01 12;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 07 01 11-től;;;
07 01 99;közelebbről meg nem határozott hulladék;;;
07 02 01*;vizes mosófolyadék és anyalúg;;;
07 02 03*;halogéntartalmú szerves oldószer, mosófolyadék és anyalúg;;;
07 02 04*;egyéb szerves oldószer, mosófolyadék és anyalúg;;;
07 02 07*;halogéntartalmú üstmaradék és reakciómaradék;;;
07 02 08*;egyéb üstmaradék és reakciómaradék;;;
07 02 09*;halogéntartalmú szűrőpogácsák, kimerült felitató anyagok (abszorbensek);;;
07 02 10*;egyéb szűrőpogácsák, kimerült felitató anyagok (abszorbensek);;;
07 02 11*;a folyékony hulladéknak a képződése helyén történő kezeléséből származó, veszélyes anyagokat tartalmazó iszap;;;
07 02 12;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 07 02 11-től;;;
07 02 13;hulladék műanyag;;;
07 02 14*;veszélyes anyagokat tartalmazó adalékanyag hulladék;;;
07 02 15;adalékanyag hulladék, amely különbözik a 07 02 14-től;;;
07 02 16*;veszélyes szerves szilíciumvegyületeket tartalmazó hulladék;;;
07 02 17;szerves szilíciumvegyületeket tartalmazó hulladék, amely különbözik a 07 02 16-tól;;;
07 02 99;közelebbről meg nem határozott hulladék;;;
07 03 01*;vizes mosófolyadék és anyalúg;;;
07 03 03*;halogéntartalmú szerves oldószer, mosófolyadék és anyalúg;;;
07 03 04*;egyéb szerves oldószer, mosófolyadék és anyalúg;;;
07 03 07*;halogéntartalmú üstmaradék és reakciómaradék;;;
07 03 08*;egyéb üstmaradék és reakciómaradék;;;
07 03 09*;halogéntartalmú szűrőpogácsák, kimerült felitató anyagok (abszorbensek);;;
07 03 10*;egyéb szűrőpogácsák, kimerült felitató anyagok (abszorbensek);;;
07 03 11*;a folyékony hulladéknak a képződése helyén történő kezeléséből származó, veszélyes anyagokat tartalmazó iszap;;;
07 03 12;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 07 03 11-től;;;
07 03 99;közelebbről meg nem határozott hulladék;;;
07 04 01*;vizes mosófolyadék és anyalúg;;;
07 04 03*;halogéntartalmú szerves oldószer, mosófolyadék és anyalúg;;;
07 04 04*;egyéb szerves oldószer, mosófolyadék és anyalúg;;;
07 04 07*;halogéntartalmú üstmaradék és reakciómaradék;;;
07 04 08*;egyéb üstmaradék és reakciómaradék;;;
07 04 09*;halogéntartalmú szűrőpogácsák, felitató anyagok (abszorbensek);;;
07 04 10*;egyéb szűrőpogácsák, felitató anyagok (abszorbensek);;;
07 04 11*;a folyékony hulladéknak a képződése helyén történő kezeléséből származó, veszélyes anyagokat tartalmazó iszap;;;
07 04 12;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 07 04 11-től;;;
07 04 13*;veszélyes anyagokat tartalmazó szilárd hulladék;;;
07 04 99;közelebbről meg nem határozott hulladék;;;
07 05 01*;vizes mosófolyadék és anyalúg;;;
07 05 03*;halogéntartalmú szerves oldószer, mosófolyadék és anyalúg;;;
07 05 04*;egyéb szerves oldószer, mosófolyadék és anyalúg;;;
07 05 07*;halogéntartalmú üstmaradék és reakciómaradék;;;
07 05 08*;egyéb üstmaradék és reakciómaradék;;;
07 05 09*;halogéntartalmú szűrőpogácsák, felitató anyagok (abszorbensek);;;
07 05 10*;egyéb szűrőpogácsák, felitató anyagok (abszorbensek);;;
07 05 11*;a folyékony hulladéknak a képződése helyén történő kezeléséből származó, veszélyes anyagokat tartalmazó iszap;;;
07 05 12;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 07 05 11-től;;;
07 05 13*;veszélyes anyagokat tartalmazó szilárd hulladék;;;
07 05 14;szilárd hulladék, amely különbözik a 07 05 13-tól;;;
07 05 99;közelebbről meg nem határozott hulladék;;;
07 06 01*;vizes mosófolyadék és anyalúg;;;
07 06 03*;halogéntartalmú szerves oldószer, mosófolyadék és anyalúg;;;
07 06 04*;egyéb szerves oldószer, mosófolyadék és anyalúg;;;
07 06 07*;halogéntartalmú üstmaradék és reakciómaradék;;;
07 06 08*;egyéb üstmaradék és reakciómaradék;;;
07 06 09*;halogéntartalmú szűrőpogácsák, felitató anyagok (abszorbensek);;;
07 06 10*;egyéb szűrőpogácsák, felitató anyagok (abszorbensek);;;
07 06 11*;a folyékony hulladéknak a képződése helyén történő kezeléséből származó, veszélyes anyagokat tartalmazó iszap;;;
07 06 12;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 07 06 11-től;;;
07 06 99;közelebbről meg nem határozott hulladék;;;
07 07 01*;vizes mosófolyadék és anyalúg;;;
07 07 03*;halogéntartalmú szerves oldószer, mosófolyadék és anyalúg;;;
07 07 04*;egyéb szerves oldószer, mosófolyadék és anyalúg;;;
07 07 07*;halogéntartalmú üstmaradék és reakciómaradék;;;
07 07 08*;egyéb üstmaradék és reakciómaradék;;;
07 07 09*;halogéntartalmú szűrőpogácsák, felitató anyagok (abszorbensek);;;
07 07 10*;egyéb szűrőpogácsák, felitató anyagok (abszorbensek);;;
07 07 11*;a folyékony hulladéknak a telephelyen történő kezeléséből származó veszélyes anyagokat tartalmazó iszap;;;
07 07 12;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 07 07 11-től;;;
07 07 99;közelebbről meg nem határozott hulladék;;;
08 01 11*;szerves oldószereket vagy más veszélyes anyagokat tartalmazó festék- és lakk-hulladék;;;
08 01 12;festék- vagy lakk-hulladék, amely különbözik a 08 01 11-től;;;
08 01 13*;szerves oldószereket vagy más veszélyes anyagokat tartalmazó festék- és lakk-iszap;;;
08 01 14;festék- vagy lakk-iszap, amely különbözik a 08 01 13-tól;;;
08 01 15*;szerves oldószereket vagy más veszélyes anyagokat tartalmazó festék és lakk tartalmú vizes iszap;;;
08 01 16;festék vagy lakk tartalmú vizes iszap, amely különbözik a 08 01 15-től;;;
08 01 17*;festékek és lakkok eltávolításából származó, szerves oldószereket vagy egyéb veszélyes anyagokat tartalmazó hulladék;;;
08 01 18;festékek és lakkok eltávolításából származó hulladék, amely különbözik a 08 01 17-től;;;
08 01 19*;szerves oldószereket, valamint más veszélyes anyagokat tartalmazó festék vagy lakk tartalmú vizes szuszpenziók;;;
08 01 20;festék, lakk tartalmú vizes szuszpenziók, amelyek különböznek a 08 01 19-től;;;
08 01 21*;festékek és lakkok eltávolítására használt, hulladékká vált anyagok;;;
08 01 99;közelebbről meg nem határozott hulladék;;;
08 02 01;por alapú bevonatok hulladéka;;;
08 02 02;kerámiaanyagokat tartalmazó vizes iszap;;;
08 02 03;kerámiaanyagokat tartalmazó vizes szuszpenzió;;;
08 02 99;közelebbről meg nem határozott hulladék;;;
08 03 07;nyomdafestéket tartalmazó vizes iszap;;;
08 03 08;nyomdafestéket tartalmazó vizes folyékony hulladék;;;
08 03 12*;veszélyes anyagokat tartalmazó nyomdafesték hulladék;;;
08 03 13;nyomdafesték hulladék, amely különbözik a 08 03 12-től;;;
08 03 14*;veszélyes anyagokat tartalmazó nyomdafesték iszap;;;
08 03 15;nyomdafesték iszap, amely különbözik a 08 03 14-től;;;
08 03 16*;hulladékká vált gravírozó oldat;;;
08 03 17*;veszélyes anyagokat tartalmazó, hulladékká vált toner;;;
08 03 18;hulladékká vált toner, amely különbözik a 08 03 17-től;;;
08 03 19*;diszpergált olaj;;;
08 03 99;közelebbről meg nem határozott hulladék;;;
08 04 09*;szerves oldószereket vagy más veszélyes anyagokat tartalmazó ragasztók, tömítőanyagok hulladéka;;;
08 04 10;ragasztók, tömítőanyagok hulladéka, amely különbözik a 08 04 09-től;;;
08 04 11*;szerves oldószereket vagy más veszélyes anyagokat tartalmazó ragasztó-, tömítőanyagok iszapja;;;
08 04 12;ragasztó-, tömítőanyagok iszapja, amely különbözik a 08 04 11-től;;;
08 04 13*;szerves oldószereket vagy más veszélyes anyagokat tartalmazó ragasztók, tömítőanyagok vizes iszapja;;;
08 04 14;ragasztók, tömítőanyagok vizes iszapja, amely különbözik a 08 04 13-tól;;;
08 04 15*;szerves oldószereket vagy más veszélyes anyagokat, valamint ragasztókat, tömítőanyagokat tartalmazó vizes folyékony hulladék;;;
08 04 16;ragasztókat, tömítőanyagokat tartalmazó folyékony vizes hulladék, amely különbözik a 08 04 15-től;;;
08 04 17*;gyantaolaj;;;
08 04 99;közelebbről meg nem határozott hulladék;;;
08 05 01*;hulladék izocianátok;;;
09 01 01*;vizes alapú előhívó- és aktiváló oldat;;;
09 01 02*;vizes alapú ofszetlemez előhívó oldat;;;
09 01 03*;oldószer alapú előhívó oldat;;;
09 01 04*;rögzítő (fixír) oldat;;;
09 01 05*;halványító oldat és halványító rögzítő fixír oldat;;;
09 01 06*;fényképészeti hulladék képződés telephelyén történő kezeléséből származó ezüsttartalmú hulladék;;;
09 01 07;ezüstöt vagy ezüstvegyületeket tartalmazó fotófilm és -papír;;;
09 01 08;ezüstöt vagy ezüstvegyületeket nem tartalmazó fotófilm és -papír;;;
09 01 10;egyszer használatos fényképezőgép, áramforrás nélkül;;;
09 01 11*;egyszer használatos fényképezőgép, amely a 16 06 01, a 16 06 02 vagy a 16 06 03 azonosító kóddal jelölt tételekhez tartozó áramforrást is tartalmaz;;;
09 01 12;áramforrást is tartalmazó, egyszer használatos fényképezőgép, amely különbözik a 09 01 11-től;;;
09 01 13*;képződés telephelyén történő ezüst visszanyerés vizes folyékony hulladéka, amely különbözik a 09 01 06-tól;;;
09 01 99;közelebbről meg nem határozott hulladék;;;
10 01 01;hamu, salak és kazánpor (kivéve a 10 01 04);;;
10 01 02;széntüzelés pernyéje;;;
10 01 03;tőzegpernye és kezeletlen fa eltüzeléséből származó pernye;;;
10 01 04*;olajtüzelés pernyéje és kazánpora;;;
10 01 05;füstgáz kéntelenítésének kalcium alapú reakcióiból származó szilárd hulladék;;;
10 01 07;füstgáz kéntelenítésének kalcium alapú reakcióiból származó iszap hulladéka;;;
10 01 09*;kénsav;;;
10 01 13*;tüzelőanyagként használt emulgeált szénhidrogének pernyéje;;;
10 01 14*;együttégetésből származó, veszélyes anyagokat tartalmazó hamu, salak és kazán por;;;
10 01 15;együttégetésből származó hamu, salak és kazán por, amely különbözik a 10 01 14-től;;;
10 01 16*;együttégetésből származó, veszélyes anyagokat tartalmazó pernye;;;
10 01 17;együttégetésből származó pernye, amely különbözik a 10 01 16-tól;;;
10 01 18*;gázok tisztításából származó, veszélyes anyagokat tartalmazó hulladék;;;
10 01 19;gázok tisztításából származó hulladék, amely különbözik a 10 01 05-től, a 10 01 07-től és a 10 01 18-tól;;;
10 01 20*;a folyékony hulladéknak a képződése helyén történő kezeléséből származó, veszélyes anyagokat tartalmazó iszap;;;
10 01 21;a folyékony hulladéknak a képződése helyén történő kezeléséből származó iszap, amely különbözik a 10 01 20-tól;;;
10 01 22*;kazán tisztításából származó, veszélyes anyagokat tartalmazó vizes iszap;;;
10 01 23;kazán tisztításából származó vizes iszap, amely különbözik a 10 01 22-től;;;
10 01 24;fluid-ágyból származó homok;;;
10 01 25;széntüzelésű erőművek tüzelőanyagának tárolásából, előkészítéséből származó hulladék;;;
10 01 26;hűtővíz kezeléséből származó hulladék;;;
10 01 99;közelebbről meg nem határozott hulladék;;;
10 02 01;salak kezeléséből származó hulladék;;;
10 02 02;kezeletlen salak;;;
10 02 07*;gázok kezeléséből származó, veszélyes anyagokat tartalmazó szilárd hulladék;;;
10 02 08;gázok kezeléséből származó szilárd hulladék, amely különbözik a 10 02 07-től;;;
10 02 10;hengerlési reve;;;
10 02 11*;hűtővíz kezeléséből származó, olajat tartalmazó hulladék;;;
10 02 12;hűtővíz kezeléséből származó hulladék, amely különbözik a 10 02 11-től;;;
10 02 13*;gázok kezeléséből származó, veszélyes anyagokat tartalmazó iszap és szűrőpogácsa;;;
10 02 14;gázok kezeléséből származó iszap és szűrőpogácsa, amely különbözik a 10 02 13-tól;;;
10 02 15;egyéb iszap és szűrőpogácsa;;;
10 02 99;közelebbről meg nem határozott hulladék;;;
10 03 02;hulladékká vált anód törmelékek;;;
10 03 04*;elsődleges termelésből származó salak;;;
10 03 05;hulladék timföld;;;
10 03 08*;másodlagos termelésből származó sósalak;;;
10 03 09*;másodlagos termelésből származó salak (feketesalak);;;
10 03 15*;vízzel érintkezve veszélyes mennyiségben gyúlékony gázokat fejlesztő fölözék és salak;;;
10 03 16;fölözék és salak, amely különbözik a 10 03 15-től;;;
10 03 17*;anód gyártásából származó, kátrányt tartalmazó hulladék;;;
10 03 18;anód gyártásából származó, széntartalmú hulladék, amely különbözik a 10 03 17-től;;;
10 03 19*;füstgázból származó, veszélyes anyagokat tartalmazó por;;;
10 03 20;füstgázból származó por, amely különbözik a 10 03 19-től;;;
10 03 21*;veszélyes anyagokat tartalmazó egyéb részecskék és por (beleértve a golyósmalmok porát is);;;
10 03 22;egyéb részecskék és por (beleértve a golyósmalmok porát is), amelyek különböznek a 10 03 21-től;;;
10 03 23*;gázok kezeléséből származó, veszélyes anyagokat tartalmazó szilárd hulladék;;;
10 03 24;gázok kezeléséből származó szilárd hulladék, amely különbözik a 10 02 23-tól;;;
10 03 25*;gázok kezeléséből származó, veszélyes anyagokat tartalmazó iszap és szűrőpogácsa;;;
10 03 26;gázok kezeléséből származó iszap és szűrőpogácsa, amely különbözik a 10 03 25-től;;;
10 03 27*;hűtővíz kezeléséből származó, olajat tartalmazó hulladék;;;
10 03 28;hűtővíz kezeléséből származó hulladék, amely különbözik a 10 03 27-től;;;
10 03 29*;sósalak és feketesalak kezeléséből származó, veszélyes anyagokat tartalmazó hulladék;;;
10 03 30;sósalak és feketesalak kezeléséből származó hulladék, amely különbözik a 10 03 29-től;;;
10 03 99;közelebbről meg nem határozott hulladék;;;
10 04 01*;elsődleges és másodlagos termelésből származó salak;;;
10 04 02*;elsődleges és másodlagos termelésből származó kohósalak (fémsalak) és fölözék;;;
10 04 03*;kalcium-arzenát;;;
10 04 04*;füstgáz por;;;
10 04 05*;egyéb részecskék és por;;;
10 04 06*;gázok kezeléséből származó szilárd hulladék;;;
10 04 07*;gázok kezeléséből származó iszap és szűrőpogácsa;;;
10 04 09*;hűtővíz kezeléséből származó, olajat tartalmazó hulladék;;;
10 04 10;hűtővíz kezeléséből származó hulladék, amely különbözik a 10 04 09-től;;;
10 04 99;közelebbről meg nem határozott hulladék;;;
10 05 01;elsődleges és másodlagos termelésből származó salak;;;
10 05 03*;füstgáz por;;;
10 05 04;egyéb részecskék és por;;;
10 05 05*;gázok kezeléséből származó szilárd hulladék;;;
10 05 06*;gázok kezeléséből származó iszap és szűrőpogácsa;;;
10 05 08*;hűtővíz kezeléséből származó, olajat tartalmazó hulladék;;;
10 05 09;hűtővíz kezeléséből származó hulladék, amely különbözik a 10 05 08-tól;;;
10 05 10*;vízzel érintkezve veszélyes mennyiségben gyúlékony gázokat fejlesztő fölözék és salak;;;
10 05 11;fölözék és salak, amely különbözik a 10 05 10-től;;;
10 05 99;közelebbről meg nem határozott hulladék;;;
10 06 01;elsődleges és másodlagos termelésből származó salak;;;
10 06 02;elsődleges és másodlagos termelésből származó kohósalak (fémsalak) és fölözék;;;
10 06 03*;füstgáz por;;;
10 06 04;egyéb részecskék és por;;;
10 06 06*;gázok kezeléséből származó szilárd hulladék;;;
10 06 07*;gázok kezeléséből származó iszap és szűrőpogácsa;;;
10 06 09*;hűtővíz kezeléséből származó, olajat tartalmazó hulladék;;;
10 06 10;hűtővíz kezeléséből származó hulladék, amely különbözik a 10 06 09-től;;;
10 06 99;közelebbről meg nem határozott hulladék;;;
10 07 01;elsődleges és másodlagos termelésből származó salak;;;
10 07 02;elsődleges és másodlagos termelésből származó kohósalak (fémsalak) és fölözék;;;
10 07 03;gázok kezeléséből származó szilárd hulladék;;;
10 07 04;egyéb részecskék és por;;;
10 07 05;gázok kezeléséből származó iszap és szűrőpogácsa;;;
10 07 07*;hűtővíz kezeléséből származó, olajat tartalmazó hulladék;;;
10 07 08;hűtővíz kezeléséből származó hulladék, amely különbözik a 10 07 07-től;;;
10 07 99;közelebbről meg nem határozott hulladék;;;
10 08 04;szilárd részecskék és por;;;
10 08 08*;elsődleges és másodlagos termelés sósalakja;;;
10 08 09;egyéb salakok;;;
10 08 10*;kohósalak (fémsalak) és gyúlékony fölözék, amely vízzel érintkezve veszélyes mennyiségben gyúlékony gázt fejleszt;;;
10 08 11;kohósalakok (fémsalakok) és gyúlékony fölözék, amely különbözik a 10 08 10-től;;;
10 08 12*;anódgyártásból származó, kátrányt tartalmazó hulladék;;;
10 08 13;anódgyártásból származó széntartalmú hulladék, amely különbözik a 10 08 12-től;;;
10 08 14;anód törmelékek;;;
10 08 15*;veszélyes anyagokat tartalmazó füstgáz por;;;
10 08 16;füstgáz por, amely különbözik a 10 08 15-től;;;
10 08 17*;füstgáz kezeléséből származó, veszélyes anyagokat tartalmazó iszap és szűrőpogácsa;;;
10 08 18;füstgáz kezeléséből származó iszap és szűrőpogácsa, amely különbözik a 10 08 17-től;;;
10 08 19*;hűtővíz kezeléséből származó, olajat tartalmazó hulladék;;;
10 08 20;hűtővíz kezeléséből származó hulladék, amely különbözik a 10 08 19-től;;;
10 08 99;közelebbről meg nem határozott hulladék;;;
10 09 03;kemence salak;;;
10 09 05*;fémöntésre nem használt, veszélyes anyagokat tartalmazó öntőmag és forma;;;
10 09 06;fémöntésre nem használt öntőmag és forma, amely különbözik a 10 09 05-től;;;
10 09 07*;fémöntésre használt, veszélyes anyagokat tartalmazó öntőmag és forma;;;
10 09 08;fémöntésre használt öntőmag és forma, amely különbözik a 10 09 07-től;;;
10 09 09*;veszélyes anyagokat tartalmazó füstgáz por;;;
10 09 10;füstgáz por, amely különbözik a 10 09 09-től;;;
10 09 11*;veszélyes anyagokat tartalmazó egyéb részecskék;;;
