Reptéri út 6. - KTJ:101696714;;;;
GY/53/06245-32,36/2024;;;;
08 03 14*;veszélyes anyagokat tartalmazó nyomdafesték iszap;;;
08 03 17*;veszélyes anyagokat tartalmazó, hulladékká vált toner;;;
08 03 18;hulladékká vált toner, amely különbözik a 08 03 17-től;;;
08 03 99;közelebbről meg nem határozott hulladék;;;
08 04 09*;szerves oldószereket vagy más veszélyes anyagokat tartalmazó ragasztók, tömítőanyagok hulladéka;;;
08 04 10;ragasztók, tömítőanyagok hulladéka, amely különbözik a 08 04 09-től;;;
08 04 13*;szerves oldószereket vagy más veszélyes anyagokat tartalmazó ragasztók, tömítőanyagok vizes iszapja;;;
08 04 14;ragasztók, tömítőanyagok vizes iszapja, amely különbözik a 08 04 13-tól;;;
08 04 15*;szerves oldószereket vagy más veszélyes anyagokat, valamint ragasztókat, tömítőanyagokat tartalmazó vizes folyékony hulladék;;;
08 05 01*;hulladék izocianátok;;;
09 01 01*;vizes alapú előhívó- és aktiváló oldat;;;
09 01 02*;vizes alapú ofszetlemez előhívó oldat;;;
09 01 03*;oldószer alapú előhívó oldat;;;
09 01 04*;rögzítő (fixír) oldat;;;
09 01 06*;fényképészeti hulladék képződés telephelyén történő kezeléséből származó ezüsttartalmú hulladék;;;
10 01 01;hamu, salak és kazánpor (kivéve a 10 01 04);;;
10 03 08*;másodlagos termelésből származó sósalak;;;
10 03 16;fölözék és salak, amely különbözik a 10 03 15-től;;;
10 04 01*;elsődleges és másodlagos termelésből származó salak;;;
10 04 02*;elsődleges és másodlagos termelésből származó kohósalak (fémsalak) és fölözék;;;
10 04 99;közelebbről meg nem határozott hulladék;;;
10 08 08*;elsődleges és másodlagos termelés sósalakja;;;
10 08 09;egyéb salakok;;;
10 08 11;kohósalakok (fémsalakok) és gyúlékony fölözék, amely különbözik a 10 08 10-től;;;
10 09 03;kemence salak;;;
10 09 08;fémöntésre használt öntőmag és forma, amely különbözik a 10 09 07-től;;;
10 09 12;egyéb részecskék, amelyek különböznek a 10 09 11-től;;;
10 10 03;kemence salak;;;
10 10 06;fémöntésre nem használt öntőmag és forma, amely különbözik a 10 10 05-től;;;
10 10 07*;fémöntésre használt, veszélyes anyagokat tartalmazó öntőmag és forma;;;
10 10 08;fémöntésre használt öntőmag és forma, amely különbözik a 10 10 07-től;;;
10 10 13*;veszélyes anyagot tartalmazó kötőanyag hulladék;;;
10 11 03 ;üveg alapú, szálas anyagok hulladéka;;;
10 11 05;egyéb részecskék és por;;;
10 11 09*;feldolgozásra előkészített keverék veszélyes anyagokat tartalmazó hulladéka;;;
10 11 12;üveghulladék, amely különbözik a 10 11 11-től;;;
10 11 13*;veszélyes anyagokat tartalmazó üvegcsiszolási és polírozási iszap;;;
10 11 14;üvegcsiszolási és polírozási iszap, amely különbözik a 10 11 13-tól;;;
10 11 99;közelebbről meg nem határozott hulladék;;;
10 12 13;A folyékony hulladéknak a képződése helyén történő kezeléséből származó iszapja;;;
10 13 01;hőkezelésre elkészített, hulladékká vált keverékek;;;
11 01 05*;reve eltávolítására használt sav;;;
11 01 06*;közelebbről meg nem határozott sav;;;
11 01 07*;pácolásra használt lúg;;;
11 01 08*;foszfátozásból származó iszap;;;
11 01 09*;veszélyes anyagokat tartalmazó iszap és szűrőpogácsa;;;
11 01 10;iszap és szűrőpogácsa, amely különbözik a 11 01 09-től;;;
11 01 11*;veszélyes anyagokat tartalmazó öblítő- és mosóvizek;;;
11 01 13*;veszélyes anyagokat tartalmazó zsírtalanítási hulladék;;;
11 01 16*;kimerült vagy telített ioncserélő gyanta;;;
11 01 98*;veszélyes anyagokat tartalmazó egyéb hulladék;;;
11 02 07*;veszélyes anyagokat tartalmazó egyéb hulladék;;;
11 03 02*;egyéb hulladék;;;
11 05 01;kemény cink;;;
11 05 02;cinkhamu;;;
12 01 01;vasfém részek és esztergaforgács;;;
12 01 02;vasfém részek és por;;;
12 01 03;nemvas fém reszelék és esztergaforgács;;;
12 01 04;nemvas fém részek és por;;;
12 01 05;gyalulásból és esztergálásból származó műanyag forgács;;;
12 01 08*;halogénelemeket tartalmazó hűtő-kenő emulzió és oldat;;;
12 01 09*;Halogénmentes hűtő-kenő emulzió és oldat;;;
12 01 12*;elhasznált viasz és zsír;;;
12 01 13;hegesztési hulladék;;;
12 01 14*;veszélyes anyagokat tartalmazó, gépi megmunkálás során képződő iszap;;;
12 01 15;gépi megmunkálás során képződő iszap, amely különbözik a 120114-től;;;
12 01 16*;veszélyes anyagokat tartalmazó homokfúvatási hulladék;;;
12 01 18*;olajat tartalmazó fémiszap (csiszolás, hónolás, lappolás iszapja);;;
12 01 20*;veszélyes anyagokat tartalmazó elhasznált csiszolóanyagok és eszköz;;;
12 01 21;elhasznált csiszolóanyagok és eszköz, amelyek különböznek a 12 01 20-tól;;;
12 01 99;közelebbről meg nem határozott hulladék;;;
13 05 01*;homokfogóból és olaj-víz szeparátorokból származó szilárd anyag;;;
13 05 02*;olaj-víz szeparátorokból származó iszap;;;
13 05 08*;homokfogóból és olaj-víz szeparátorokból származó hulladékok keveréke;;;
13 07 02*;benzin;;;
14 06 03*;egyéb oldószer és oldószer keverék;;;
14 06 05*;egyéb oldószereket tartalmazó iszap és szilárd hulladék;;;
15 01 01;papír és karton csomagolási hulladék;;;
15 01 02;műanyag csomagolási hulladék;;;
15 01 03;fa csomagolási hulladék;;;
15 01 04;fém csomagolási hulladék;;;
15 01 05;vegyes összetételű kompozit csomagolási hulladék;;;
15 01 06;egyéb, kevert csomagolási hulladék;;;
15 01 07;üveg csomagolási hulladék;;;
15 01 09;textil csomagolási hulladék;;;
15 01 10*;veszélyes anyagokat maradékként tartalmazó vagy azokkal szennyezett csomagolási hulladék;;;
15 01 11*;veszélyes, szilárd porózus mátrixot (pl. azbesztet) tartalmazó fémből készült csomagolási hulladék, ideértve a kiürült hajtógázos palackokat;;;
15 02 02*;veszélyes anyagokkal szennyezett abszorbensek, szűrőanyagok (ideértve a közelebbről meg nem határozott olajszűrőket), törlőkendők, védőruházat;;;
15 02 03;abszorbensek, szűrőanyagok, törlőkendők, védőruházat, amely különbözik a 15 02 02-től;;;
16 01 03;hulladékká vált gumiabroncsok;;;
16 01 04*;hulladékká vált gépjármű;;;
16 01 06;hulladékká vált gépjármű, amely nem tartalmaz sem folyadékot, sem más veszélyes összetevőt;;;
16 01 07*;olajszűrő;;;
16 01 10*;robbanó tulajdonságú alkatrész (pl. légzsák, pirotechnikai övfeszítő);;;
16 01 12;súrlódó-betét, amely különbözik a 16 01 11-től;;;
16 01 14*;veszélyes anyagokat tartalmazó fagyálló folyadék;;;
16 01 17;vasfémek;;;
16 01 18;nemvas fémek;;;
16 01 19;műanyagok;;;
16 01 20;üveg;;;
16 01 21*;veszélyes alkatrészek, amelyek különböznek a 16 01 07-től 16 01 11-ig terjedő, valamint a 16 01 13-ban és a 16 01 14-ben meghatározott hulladéktípusoktól;;;
16 01 22;közelebbről meg nem határozott alkatrészek;;;
16 01 99;közelebbről meg nem határozott hulladék;;;
16 02 13*;veszélyes anyagokat tartalmazó kiselejtezett berendezés, amely különbözik ;;;
16 02 14;kiselejtezett berendezés, amely különbözik a 16 02 09-től 16 02 13-ig terjedő hulladéktípusoktól;;;
16 02 15*;kiselejtezett berendezésből eltávolított veszélyes anyag;;;
16 02 16;kiselejtezett berendezésből eltávolított anyag, amely különbözik a 16 02 15-től;;;
16 03 03*;veszélyes anyagokat tartalmazó szervetlen hulladék;;;
16 03 04;szervetlen hulladék, amely különbözik a 16 03 03-tól;;;
16 03 05*;veszélyes anyagokat tartalmazó szerves hulladék;;;
16 03 06;szerves hulladék, amely különbözik a 16 03 05-től;;;
16 05 04*;nyomásálló tartályokban tárolt, veszélyes anyagokat tartalmazó gázok (ideértve a halonokat is);;;
16 05 06*;veszélyes anyagokból álló vagy azokkal szennyezett laboratóriumi vegyszerek, ideértve a laboratóriumi vegyszerek keverékeit is;;;
16 05 07*;használatból kivont, veszélyes anyagokból álló vagy azokkal szennyezett szervetlen vegyszerek;;;
16 05 08*;használatból kivont, veszélyes anyagokból álló vagy azokkal szennyezett szerves vegyszerek;;;
16 06 01*;ólomakkumulátorok;;;
16 06 02*;nikkel-kadmium elemek;;;
16 06 03*;higanyt tartalmazó elemek;;;
16 06 04;lúgos akkumulátorok (kivéve a 16 06 03);;;
16 06 05;egyéb elemek és akkumulátorok;;;
16 06 06*;elemekből és akkumulátorokból származó, elkülönítetten gyűjtött elektrolit;;;
16 07 08*;olajat tartalmazó hulladék;;;
16 07 09*;egyéb veszélyes anyagokat tartalmazó hulladék;;;
16 08 01;arany, ezüst, rénium, ródium, palládium, irídium vagy platina tartalmú elhasznált katalizátorok (kivéve a 16 08 07);;;
16 08 02*;veszélyes átmeneti fémeket vagy veszélyes átmeneti fémek vegyületeit tartalmazó elhasznált katalizátorok;;;
16 08 07*;veszélyes anyagokkal szennyezett katalizátorok;;;
16 09 03*;peroxidok pl. hidrogén-peroxid;;;
16 10 01*;Veszélyes anyagokat tartalmazó vizes folyékony hulladék;;;
16 11 03*;kohászati folyamatokban használt, veszélyes anyagokat tartalmazó, egyéb bélésanyagok és tűzálló anyagok;;;
16 11 04;kohászati folyamatokban használt egyéb bélésanyagok és tűzálló anyagok, amelyek különböznek a 16 11 03-tól;;;
16 11 05*;Kohászaton kívüli folyamatokban használt, veszélyes anyagokat tartalmazó bélésanyagok és tűzálló anyagok;;;
16 11 06;Kohászaton kívüli folyamatokban használt bélésanyagok és tűzálló anyagok, amelyek különböznek a 16 11 05-től;;;
17 01 07;beton, tégla, cserép és kerámia frakció vagy azok keveréke, amely különbözik ;;;
17 02 01;fa;;;
17 02 02;üveg;;;
17 02 03;műanyag;;;
17 02 04*;veszélyes anyagokat tartalmazó vagy azzal szennyezett üveg, műanyag, fa;;;
17 03 02;bitumen keverék, amely különbözik a 17 03 01-től;;;
17 03 03*;szénkátrány és kátránytermék;;;
17 04 01;vörösréz, bronz, sárgaréz;;;
17 04 02;alumínium;;;
17 04 05;vas és acél;;;
17 04 07;fémkeverék;;;
17 04 11;kábel, amely különbözik a 17 04 10-től;;;
17 05 03*;veszélyes anyagokat tartalmazó föld és kövek;;;
17 06 03*;egyéb szigetelőanyag, amely veszélyes anyagból áll vagy azokat tartalmaz;;;
17 06 04;szigetelő anyag, amely különbözik a 17 06 01 és a 17 06 03-tól;;;
17 06 05*;azbesztet tartalmazó építőanyag;;;
17 09 03*;veszélyes anyagokat tartalmazó egyéb építési-bontási hulladék (ideértve a kevert hulladékot is);;;
17 09 04;kevert építési-bontási hulladék, amely különbözik a 17 09 01-től, a 17 09 02-től és ;;;
19 02 03;előkevert hulladék,amely kizárólag nemveszélyes hulladékot tartalmaz;;;
19 02 04*;előkevert hulladék, amely legalább egy veszélyes hulladékot tartalmaz;;;
19 02 05*;fizikai-kémiai kezelésből származó, veszélyes anyagokat tartalmazó iszap;;;
19 02 06;fizikai-kémiai kezelésből származó iszap, amely különbözik a 19 02 05-től;;;
19 02 07*;elválasztásból származó olaj és koncentrátum;;;
19 02 10;éghető hulladék, amely különbözik a 19 02 08-tól és a 19 02 09-től;;;
19 02 11*;veszélyes anyagokat tartalmazó egyéb hulladék;;;
19 08 06*;telített vagy kimerült ioncserélő gyanták;;;
19 08 09;olaj-víz elválasztásból származó, étolajból és zsírból eredő zsír-olaj keverék;;;
19 08 10*;olaj-víz elválasztásból származó zsír-olaj keverék, amely különbözik a 19 08 09-től;;;
19 08 13*;ipari szennyvíz egyéb kezeléséből származó, veszélyes anyagokat tartalmazó iszap;;;
19 08 14;ipari szennyvíz egyéb kezeléséből származó iszap, amely különbözik a 19 08 13-tól;;;
19 09 01;durva és finom szűrésből származó hulladék;;;
19 09 03;karbonát sók eltávolításából származó iszap;;;
19 09 04;kimerült aktív szén;;;
19 09 05;telítődött vagy kimerült ioncserélő gyanták;;;
19 12 01;papír és karton;;;
19 12 04;műanyag és gumi;;;
19 12 04;műanyag és gumi;;;
19 12 05;üveg;;;
19 12 10;éghető hulladék (pl. keverékből készített tüzelőanyag);;;
19 12 11*;egyéb, veszélyes anyagokat tartalmazó hulladék mechanikai kezelésével nyert hulladék (ideértve a kevert anyagokat is);;;
19 12 12;egyéb, a 19 12 11-től különböző hulladék mechanikai kezelésével nyert hulladék (ideértve a kevert anyagokat is);;;
20 01 01;papír és karton;;;
20 01 02;üveg;;;
20 01 08;biológiailag lebomló konyhai és étkezdei hulladék;;;
20 01 10;ruhanemű;;;
20 01 11;textíliák;;;
20 01 19*;Növényvédő szer;;;
20 01 21*;fénycsövek és egyéb higanytartalmú hulladék;;;
20 01 23*;klór-fluor-szénhidrogént tartalmazó kiselejtezett berendezés;;;
20 01 25;étolaj és zsír;;;
20 01 26*;olaj és zsír, amely különbözik a 20 01 25-től;;;
20 01 27*;veszélyes anyagokat tartalmazó festékek, tinták, ragasztók és gyanták;;;
20 01 28;festékek, tinták, ragasztók és gyanták, amelyek különböznek a 20 01 27-től;;;
20 01 29*;veszélyes anyagokat tartalmazó mosószer;;;
20 01 33*;elemek és akkumulátorok, amelyek között a 16 06 01, a 16 06 02 vagy a 16 06 03 azonosító kóddal jelölt elemek és akkumulátorok is megtalálhatók;;;
20 01 34;elemek és akkumulátorok, amelyek különböznek a 20 01 33-tól;;;
20 01 35*;veszélyes anyagokat tartalmazó, kiselejtezett elektromos és elektronikus berendezések, amelyek különböznek a 20 01 21-től és a 20 01 23-tól;;;
20 01 36;kiselejtezett elektromos és elektronikus berendezések, amelyek különböznek ;;;
20 01 38;fa, amely különbözik a 20 01 37-től;;;
20 01 39;műanyagok;;;
20 01 40;fémek;;;
20 02 01;biológiailag lebomló hulladék;;;
